name,SALE,price(Rub),available_sizes(EU),img,link
Yeezy 500 Taupe Light,NO,51660,43,https://kicksmania.ru/wp-content/uploads/2021/06/yeezy-500-taupe-light-768x461.jpg,https://kicksmania.ru/product/yeezy-500-taupe-light/
Nike SB Dunk Low What The Paul,NO,63945,40.5,https://kicksmania.ru/wp-content/uploads/2021/06/nike-sb-dunk-low-what-the-paul-768x461.jpg,https://kicksmania.ru/product/nike-sb-dunk-low-what-the-paul/
Nike Dunk Low Kentucky,NO,39900 - 42630,"38, 39, 41, 42, 45, 46",https://kicksmania.ru/wp-content/uploads/2021/04/dunk-low-kentucky-768x461.jpg,https://kicksmania.ru/product/nike-dunk-low-kentucky/
Nike SB Dunk Low Gulf,NO,62900 - 71900,"41, 43",https://kicksmania.ru/wp-content/uploads/2021/04/nike-sb-dunk-low-pro-gulf-768x461.png,https://kicksmania.ru/product/nike-sb-dunk-low-gulf/
Air Jordan 1 Mid Fleece Pearl,NO,25900,"37.5, 38, 38.5, 39, 40",https://kicksmania.ru/wp-content/uploads/2022/02/jordan-1-mid-fleece-pearl-white-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-fleece-pearl-white/
Air Jordan 4 Retro White Oreo,NO,99500,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2021/07/jordan-4-retro-white-oreo-768x461.jpg,https://kicksmania.ru/product/air-jordan-4-retro-white-oreo/
Yeezy Slide Core,NO,38115,"39, 42, 44.5",https://kicksmania.ru/wp-content/uploads/2021/04/yeezy-slide-core--768x461.png,https://kicksmania.ru/product/yeezy-slide-core/
Yeezy 500 Utility Black,NO,58170,39,https://kicksmania.ru/wp-content/uploads/2021/04/yeezy-500-utility-black-768x461.png,https://kicksmania.ru/product/yeezy-500-utility-black/
Air Jordan 4 Retro University Blue,NO,86500 - 91200,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48.5",https://kicksmania.ru/wp-content/uploads/2021/07/jordan-4-unc-768x461.jpg,https://kicksmania.ru/product/air-jordan-4-retro-university-blue/
Yeezy Boost 350 v2 Sand Taupe,NO,39900,"36, 37.5",https://kicksmania.ru/wp-content/uploads/2021/04/yeezy-boost-350-v2-sand-taupe-768x461.jpg,https://kicksmania.ru/product/yeezy-boost-350-v2-sand-taupe/
Yeezy 700 V2 Cream,NO,59500,"37.5, 38.5",https://kicksmania.ru/wp-content/uploads/2021/06/adidas-yeezy-700-cream-768x461.jpg,https://kicksmania.ru/product/yeezy-700-v2-cream/
Air Jordan 1 Mid Arctic Pink,NO,35910,"36, 36.5, 37.5, 40",https://kicksmania.ru/wp-content/uploads/2021/04/arctic-pink-730x438.jpg,https://kicksmania.ru/product/air-jordan-1-mid-arctic-pink/
Air Jordan 1 Low Court Purple,NO,47145,44.5,https://kicksmania.ru/wp-content/uploads/2021/04/jordan-1-low-court-purple-white-768x461.png,https://kicksmania.ru/product/air-jordan-1-low-court-purple/
Adidas Campus 00’S Bliss Lilac Purple,NO,27900 - 34900,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 46, 46.5, 47, 48, 48.5",https://kicksmania.ru/wp-content/uploads/2023/06/c-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-bliss-lilac-purple/
Adidas Campus 00’S Green,NO,30900,"38, 38.5, 39, 40, 40.5",https://kicksmania.ru/wp-content/uploads/2023/06/cg-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-green/
Adidas Campus 00’S Grey White,NO,29200 - 30900,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 46, 46.5, 47, 48, 48.5",https://kicksmania.ru/wp-content/uploads/2023/06/grey-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-grey-white/
Adidas Campus 00s Aluminum Core Black,NO,28300,"36, 36 2/3, 37 1/3, 38, 38 2/3, 39 1/3, 40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3",https://kicksmania.ru/wp-content/uploads/2023/07/alumc-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-aluminum-core-black/
Adidas Campus 00s Amber Tint,NO,29900,38,https://kicksmania.ru/wp-content/uploads/2023/07/orng-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-amber-tint/
Adidas Campus 00s Ambient Sky,NO,31900,"38, 38.5, 40, 40.5",https://kicksmania.ru/wp-content/uploads/2023/06/main-730x438.png,https://kicksmania.ru/product/adidas-campus-00s-ambient-sky-blue/
Adidas Campus 00s Carbon Black,NO,32900,"36, 36 2/3, 37 1/3, 38, 38 2/3, 39 1/3, 40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3, 50 2/3",https://kicksmania.ru/wp-content/uploads/2023/07/core-b-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-carbon-black/
Adidas Campus 00s Core Black,NO,32900,"36, 36 2/3, 37 1/3, 38, 38 2/3, 39 1/3, 40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3, 50 2/3",https://kicksmania.ru/wp-content/uploads/2023/07/cwb-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-core-black/
Adidas Campus 00s Core Black Almost Pink,NO,30300,38,https://kicksmania.ru/wp-content/uploads/2023/07/blackc-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-core-black-almost-pink/
Adidas Campus 00s Crystal White Core Black,NO,29900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2023/07/greyb-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-crystal-white-core-black/
Adidas Campus 00s Crystal White Preloved Blue,NO,29900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2023/07/campus-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-crystal-white-preloved-blue/
Adidas Campus 00s Dark Green Semi Lucid Blue,NO,27900,"36, 36 2/3, 37 1/3, 38, 38 2/3, 39 1/3, 40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3, 50 2/3",https://kicksmania.ru/wp-content/uploads/2023/07/gb-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-dark-green-semi-lucid-blue/
Adidas Campus 00s Dust Cargo Clear Pink,NO,29300,"37 1/3, 38, 38 2/3, 39 1/3, 40",https://kicksmania.ru/wp-content/uploads/2023/07/cmps-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-dust-cargo-clear-pink/
Adidas Campus 00s Pink Strata,NO,31900,"35, 36",https://kicksmania.ru/wp-content/uploads/2023/07/pink-strata-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-pink-strata/
Adidas Originals Gazelle Bold Pink,NO,27900,"37.5, 38, 38.5, 39",https://kicksmania.ru/wp-content/uploads/2023/10/boldpinkmain-730x438.png,https://kicksmania.ru/product/adidas-originals-gazelle-bold-pink/
Adidas Campus 00s Grey,NO,31400,"36, 36 2/3, 37 1/3, 38, 38 2/3, 39 1/3, 40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3",https://kicksmania.ru/wp-content/uploads/2023/07/greyc-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-grey/
Adidas Campus 00s Velvet Purple,NO,27900,"36, 36 2/3, 37 1/3, 38, 38 2/3, 39 1/3, 40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 49 1/3, 50 2/3",https://kicksmania.ru/wp-content/uploads/2023/07/prpl-main-730x438.jpg,https://kicksmania.ru/product/adidas-campus-00s-velvet-purple/
Adidas Campus 80s South Park Towelie,NO,47145 - 51240,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 46, 46.5, 47, 48, 48.5",https://kicksmania.ru/wp-content/uploads/2021/05/adidas-campus-80s-south-park-towelie-768x461.jpg,https://kicksmania.ru/product/adidas-campus-80s-south-park-towelie/
Off-White x Nike Air Force 1 Low Black White,NO,167900,38.5,https://kicksmania.ru/wp-content/uploads/2021/07/nike-air-force-1-low-off-white-black-white-768x461.jpg,https://kicksmania.ru/product/nike-air-force-1-low-off-white-black-white/
Supreme x Nike Dunk SB Low Stars Hyper,NO,117900,44,https://kicksmania.ru/wp-content/uploads/2021/05/dunk-supreme-20211-768x461.jpg,https://kicksmania.ru/product/supreme-x-nike-dunk-sb-low-stars-hyper/
Yeezy Boost 350 v2 Cream/Triple White,NO,72900 - 100900,"40, 42",https://kicksmania.ru/wp-content/uploads/2021/04/yeezy-350-v2-cream-white-768x461.png,https://kicksmania.ru/product/yeezy-boost-350-v2-cream-white/
Nike Dunk Low Plum,NO,69615 - 72000,"42.5, 45",https://kicksmania.ru/wp-content/uploads/2021/06/nike-sb-dunk-plum-768x461.jpg,https://kicksmania.ru/product/nike-dunk-low-plum/
Air Jordan 1 Low University Blue,NO,24900,"41, 42, 42.5, 43, 44.5, 45",https://kicksmania.ru/wp-content/uploads/2023/11/unibluemain-730x438.png,https://kicksmania.ru/product/air-jordan-1-low-university-blue/
Air Jordan 1 Low World Make Japan,NO,31900,"40, 41, 42, 43, 44, 44.5, 45.5, 46",https://kicksmania.ru/wp-content/uploads/2023/11/japanmain-730x438.png,https://kicksmania.ru/product/air-jordan-1-low-world-make-japan/
Nike Dunk Low Industrial Blue Sashiko,NO,32900,"39, 40.5, 42, 42.5, 43, 44",https://kicksmania.ru/wp-content/uploads/2023/10/dunkmain-730x438.png,https://kicksmania.ru/product/nike-dunk-low-industrial-blue-sashiko/
Yeezy Foam RNNR Mineral Blue,NO,39270,"37, 39",https://kicksmania.ru/wp-content/uploads/2021/06/yeezy-foam-rnnr-mineral-blue-768x461.jpg,https://kicksmania.ru/product/yeezy-foam-rnnr-mineral-blue/
Yeezy Foam RNNR Ochre,NO,45255 - 67935,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47, 48.5, 50, 51",https://kicksmania.ru/wp-content/uploads/2022/06/yeezy-foam-runner-ochre-768x461.jpg,https://kicksmania.ru/product/yeezy-foam-runner-ochre/
Yeezy Foam RNNR Sand Grey,NO,51765,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47, 48.5, 50, 51",https://kicksmania.ru/wp-content/uploads/2022/06/yeezy-foam-runner-sand-grey-768x461.jpg,https://kicksmania.ru/product/yeezy-foam-runner-sand-grey/
Off-White x Nike Dunk Rubber UNC,NO,83895 - 94395,"37.5, 44",https://kicksmania.ru/wp-content/uploads/2021/04/off-white-x-dunk-rubber-white-768x461.png,https://kicksmania.ru/product/off-white-x-nike-dunk-rubber-unc/
Supreme Bandana Box Logo Tee Light Pink,NO,41900,"S, M, L, XL",https://kicksmania.ru/wp-content/uploads/2021/08/supreme-bandana-box-logo-tee-light-pink-768x461.jpg,https://kicksmania.ru/product/supreme-bandana-box-logo-tee-light-pink/
Shrek x Crocs Shrocks Kids,NO,16900,"17-18, 18-19, 19-20, 20-21, 22-23, 23-24, 24-25, 25-26, 27-28, 28-29, 29-30, 30-31, 32-33, 33-34, 34-35, 36-37, 37-38, 38-39",https://kicksmania.ru/wp-content/uploads/2023/11/shrocksmain-730x438.png,https://kicksmania.ru/product/shrek-x-crocs-shrocks-kids/
Yeezy 500 Bone,NO,89775,42,https://kicksmania.ru/wp-content/uploads/2021/04/yeezy-500-bone-2-768x461.jpg,https://kicksmania.ru/product/yeezy-500-bone/
Yeezy Boost 350 v2 Salt,NO,54900,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 46, 46.5, 47, 48, 48.5, 49, 50, 50.5",https://kicksmania.ru/wp-content/uploads/2022/11/yeezy-350v2-salt-768x461.jpg,https://kicksmania.ru/product/yeezy-boost-350-v2-salt/
Nike Dunk High Strawberry,NO,54900 - 62900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47.5, 48.5, 49.5",https://kicksmania.ru/wp-content/uploads/2022/09/nike-dunk-high-strawberry-768x461.jpg,https://kicksmania.ru/product/nike-dunk-high-strawberry/
Air Jordan 4 Retro Craft Photon Dust,NO,39900 - 47900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2023/03/4-main-730x438.jpg,https://kicksmania.ru/product/air-jordan-4-retro-craft-photon-dust/
KAWS Separated Brown,YES,109900 - 98910,None,https://kicksmania.ru/wp-content/uploads/2021/05/17-1-768x461.jpg,https://kicksmania.ru/product/kaws-separated-brown/
Yeezy Boost 700 v3 Clay Brown,NO,37900,"38, 40.5, 42.5",https://kicksmania.ru/wp-content/uploads/2021/04/yeezy-700-v3-clay-brown-768x461.png,https://kicksmania.ru/product/yeezy-boost-700-v3-clay-brown/
Cactus Jack by Travis Scott x Fragment Tiger Angry Zip Black,NO,39900,M,https://kicksmania.ru/wp-content/uploads/2022/10/cactus-jack-for-fragment-zip-hoodie-sunrise-768x461.jpg,https://kicksmania.ru/product/cactus-jack-for-fragment-zip-hoodie-sunrise/
